0735957,1727,1532
0737693,1820,1608
0739432,1914,1684
0741165,1997,1752
0742901,2082,1821
0744637,2150,1876
0746373,2215,1929
0748109,2275,1978
0749845,2335,2027
0751581,2389,2070
0753317,2439,2111
0755054,2480,2144
0756790,2533,2188
0758526,2559,2209
0760262,105,213
0761824,72,187
0763300,66,182
0764776,61,178
0766251,55,173
0767727,54,172
0769203,116,222
0770765,363,423
0772328,568,590
0773890,749,737
0775453,922,878
0777015,1080,1006
0778751,1238,1135
0780488,68,183
0781963,64,180
0783439,57,174
0784922,50,169
0786390,48,167
0787866,54,172
0789341,142,243
0790904,373,431
0792467,575,596
0794029,750,738
0795591,912,870
0797154,1074,1001
0798890,1228,1126
0800626,72,187
0802102,71,186
0803577,61,178
0805053,59,176
0806529,52,170
0808005,51,169
0809480,163,261
0811043,389,444
0812605,583,602
0814168,761,747
0815730,920,876
0817293,1078,1005
0819029,528,557
0820591,75,189
0822067,60,177
0823543,56,174
0825018,58,175
0826494,56,174
0827970,55,173
0829445,156,255
0831008,378,435
0832570,578,598
0834133,755,742
0835695,917,874
0837258,1072,1000
0838994,726,718
0840556,75,189
0842032,64,180
0843508,60,177
0844983,55,173
0846459,50,169
0847935,57,174
0849418,150,250
0850973,380,437
0852535,579,599
0854098,751,739
0855660,912,870
0857223,1069,997
0858872,1214,1115
0860608,74,188
0862084,64,180
0863559,58,175
0865035,58,175
0866511,55,173
0867987,62,178
0869462,160,258
0871025,386,442
0872587,581,600
0874150,754,741
0875712,912,870
0877284,1074,1001
0879011,614,627
0880573,70,185
0882049,63,179
0883525,57,174
0885000,54,172
0886476,51,169
0887952,51,169
0889432,154,253
0890990,384,440
0892552,576,596
0894115,752,739
0895677,910,868
0897240,1068,996
0898889,1215,1116
0900625,73,187
0902101,53,171
0903576,59,176
0905052,53,171
0906528,57,174
0908004,56,174
0909479,164,261
0911042,386,442
0912604,585,604
0914167,752,739
0915729,916,873
0917292,1072,1000
0919028,533,561
0920590,74,188
0922066,61,178
0923542,54,172
0925017,56,174
0926493,51,169
0927969,53,171
0929444,156,255
0931007,382,439
0932569,579,599
0934132,755,742
0935694,912,870
0937257,1070,998
0938906,1213,1114
0940642,74,188
0942118,61,178
0943593,58,175
0945069,54,172
0946545,48,167
0948020,54,172
0949496,168,265
0951059,390,445
0952621,580,600
0954184,755,742
0955746,915,872
0957309,1073,1000
0959045,473,513
0960607,78,191
0962083,64,180
0963558,53,171
0965034,55,173
0966510,57,174
0967986,52,170
0969461,160,258
0971024,380,437
0972586,580,600
0974149,752,739
0975711,916,873
0977282,1072,1000
0979010,624,635
0980572,75,189
0982048,63,179
0983524,58,175
0984999,55,173
0986475,50,169
0987951,57,174
0989432,154,253
0990989,383,439
0992551,576,596
0994114,752,739
0995676,912,870
0997239,1071,999
0998888,1213,1114
1000624,1356,1231
1002360,1485,1335
1004096,1607,1435
1005832,1715,1522
1007568,1813,1602
1009304,1905,1677
1011041,1990,1746
1012777,2070,1811
1014513,2138,1866
1016249,2207,1923
1017985,2276,1979
1019721,2327,2020
1021457,2379,2062
1023193,2432,2105
1024932,2479,2144
1026665,2522,2179
1028402,2559,2209
1030138,111,218
1031700,78,191
1033176,64,180
1034651,64,180
1036127,58,175
1037603,54,172
1039079,87,199
1040554,331,397
1042117,541,568
1043679,726,718
1045242,896,857
1046804,1062,992
1048454,1214,1115
1050190,86,198
1051665,66,182
1053141,62,178
1054617,53,171
1056092,55,173
1057568,55,173
1059044,79,192
1060519,320,388
1062082,525,555
1063644,705,701
1065207,871,836
1066769,1035,970
1068426,1182,1089
1070155,1330,1209
1071891,1462,1317
1073627,1589,1420
1075363,1702,1512
1077099,1808,1598
1078835,1899,1672
1080571,1982,1740
1082307,2066,1808
1084043,2142,1870
1085780,2213,1927
1087516,2270,1974
1089252,2327,2020
1090988,2383,2066
1092724,2438,2110
1094460,2483,2147
1096196,2526,2182
1097932,2559,2209
1099668,162,260
1101231,80,193
1102706,66,182
1104182,58,175
1105658,58,175
1107133,57,174
1108609,55,173
1110085,268,346
1111647,477,516
1113210,677,678
1114772,848,818
1116335,1010,949
1117984,1180,1087
1119720,112,219
1121283,66,182
1122758,64,180
1124234,58,175
1125710,55,173
1127185,53,171
1128661,48,167
1130137,266,344
1131699,471,511
1133262,663,667
1134824,835,807
1136387,993,935
1137949,1145,1059
1139685,1293,1179
1141429,1430,1291
1143157,1558,1395
1144894,1680,1494
1146630,1779,1574
1148366,1874,1652
1150102,1966,1727
1151838,2047,1792
1153574,2119,1851
1155310,2190,1909
1157046,2256,1962
1158782,2320,2014
1160518,2378,2062
1162254,2425,2100
1163991,2471,2137
1165727,2517,2175
1167463,2559,2209
1169199,347,410
1170761,85,197
1172237,67,182
1173713,64,180
1175188,62,178
1176664,59,176
1178140,53,171
1179615,194,286
1181178,418,468
1182740,622,634
1184303,800,778
1185865,962,910
1187432,1121,1039
1189164,277,353
1190726,69,184
1192202,64,180
1193678,59,176
1195153,52,170
1196629,53,171
1198105,53,171
1199581,176,271
1201143,406,458
1202705,599,615
1204268,772,756
1205830,938,891
1207393,1093,1017
1209129,312,382
1210691,70,185
1212167,62,178
1213643,61,178
1215118,52,170
1216594,52,170
1218070,54,172
1219545,175,270
1221108,400,453
1222670,593,610
1224233,766,751
1225795,930,884
1227358,1087,1012
1229094,361,422
1230657,75,189
1232132,64,180
1233608,60,177
1235084,53,171
1236559,54,172
1238035,54,172
1239511,163,261
1241073,391,446
1242636,588,606
1244198,758,744
1245760,927,882
1247323,1079,1005
1249059,441,487
1250622,74,188
1252097,61,178
1253573,57,174
1255049,54,172
1256524,51,169
1258000,53,171
1259476,162,260
1261038,389,444
1262601,585,604
1264163,756,743
1265726,918,874
1267288,1075,1002
1269024,573,594
1270587,77,191
1272062,61,178
1273538,58,175
1275014,51,169
1276490,58,175
1277965,48,167
1279441,151,251
1281003,381,438
1282566,581,600
1284128,752,739
1285691,915,872
1287253,1072,1000
1288989,832,804
1290552,77,191
1292027,63,179
1293503,57,174
1294979,50,169
1296455,59,176
1297932,54,172
1299406,149,249
1300968,375,433
1302531,574,595
1304093,749,737
1305656,909,867
1307218,1069,997
1308867,1216,1117
1310604,1360,1234
1312340,1486,1336
1314076,1607,1435
1315812,1714,1522
1317548,1814,1603
1319284,1905,1677
1321020,1990,1746
1322756,2074,1814
1324493,2142,1870
1326228,2208,1923
1327965,2272,1975
1329701,2329,2022
1331437,2379,2062
1333173,2432,2105
1334917,2482,2146
1336645,2527,2183
1338381,2559,2209
1340117,112,219
1341680,78,191
1343155,64,180
1344631,59,176
1346107,53,171
1347582,59,176
1349058,84,196
1350534,330,396
1352096,542,569
1353659,721,714
1355221,894,855
1356784,1060,990
1358433,1212,1113
1360169,91,202
1361645,64,180
1363120,62,178
1364596,58,175
1366072,55,173
1367548,51,169
1369023,70,185
1370499,319,387
1372061,528,557
1373624,702,699
1375186,871,836
1376749,1023,960
1378398,1186,1092
1380134,85,197
1381610,65,181
1383086,59,176
1384561,55,173
1386037,55,173
1387513,53,171
1388988,63,179
1390464,313,382
1392026,511,543
1393589,693,691
1395151,863,830
1396714,1019,957
1398363,1172,1081
1400099,87,199
1401575,64,180
1403051,60,177
1404526,55,173
1406002,54,172
1407478,53,171
1408954,61,178
1410432,307,378
1411992,507,540
1413554,690,689
1415116,855,823
1416679,1012,951
1418328,1168,1078
1420064,88,200
1421540,64,180
1423016,54,172
1424491,63,179
1425967,58,175
1427443,55,173
1428925,53,171
1430394,302,374
1431957,498,533
1433519,688,687
1435081,851,820
1436644,1010,949
1438293,1169,1079
1440029,92,203
1441505,65,181
1442981,58,175
1444457,60,177
1445932,54,172
1447415,54,172
1448883,54,172
1450359,296,369
1451930,498,533
1453484,678,679
1455047,848,818
1456609,1002,943
1458258,1163,1074
1459995,95,205
1461470,64,180
1462946,61,178
1464430,56,174
1465897,54,172
1467373,52,170
1468849,53,171
1470324,288,362
1471887,494,530
1473449,679,680
1475012,848,818
1476574,999,940
1478137,1151,1064
1479873,98,208
1481349,66,182
1482824,60,177
1484300,58,175
1485775,55,173
1487251,53,171
1488727,52,170
1490203,272,349
1491765,480,518
1493328,660,665
1494890,831,804
1496453,983,927
1498015,1136,1052
1499751,1287,1174
1501487,1419,1282
1503223,1535,1376
1504960,1659,1477
1506695,1764,1562
1508432,1862,1642
1510168,1949,1713
1511904,2031,1779
1513640,2110,1844
1515376,2173,1895
1517112,2240,1949
1518848,2303,2001
1520584,2354,2042
1522320,2406,2084
1524056,2453,2123
1525792,2501,2162
1527529,2544,2197
1529265,288,362
1530827,82,195
1532303,67,182
1533779,62,178
1535254,64,180
1536730,54,172
1538206,58,175
1539681,198,289
1541244,426,474
1542806,624,635
1544369,804,782
1545932,970,917
1547494,1129,1046
1549230,1279,1168
1550966,1422,1284
1552702,1535,1376
1554438,1675,1490
1556174,1776,1572
1557917,1874,1652
1559646,1971,1731
1561382,2061,1804
1563118,2128,1858
1564855,2198,1915
1566591,2261,1966
1568327,2327,2020
1570063,2383,2066
1571799,2432,2105
1573535,2480,2144
1575271,2529,2184
1577007,2559,2209
1578743,2618,2257
1580480,2647,2280
1582216,2686,2312
1583952,2722,2341
1585688,2751,2365
1587431,2784,2392
1589160,2809,2412
1590896,2833,2431
1592632,2864,2457
1594368,2892,2478
1596104,2911,2490
1597840,2927,2500
1599576,2951,2515
1601312,2977,2534
1603049,2992,2545
1604785,3009,2557
1606521,3025,2568
1608257,3051,2585
1609993,130,234
1611555,80,193
1613031,67,182
1614507,64,180
1615983,59,176
1617458,59,176
1618934,56,174
1620417,319,387
1621972,535,563
1623535,720,713
1625097,898,858
1626659,1067,996
1628309,1221,1121
1630045,93,204
1631521,69,184
1632996,54,172
1634472,55,173
1635948,56,174
1637431,56,174
1638899,51,169
1640375,299,371
1641937,506,539
1643500,693,691
1645062,853,822
1646625,1023,960
1648274,1184,1091
1650010,92,203
1651486,65,181
1652962,60,177
1654437,58,175
1655921,55,173
1657388,53,171
1658864,51,169
1660340,294,367
1661902,497,532
1663465,686,686
1665027,850,819
1666590,1014,952
1668239,1168,1078
1669975,1312,1195
1671711,1452,1309
1673447,1574,1408
1675183,1694,1505
1676927,1795,1588
1678656,1890,1665
1680392,1973,1732
1682128,2061,1804
1683864,2134,1863
1685600,2203,1919
1687336,2266,1970
1689072,2320,2014
1690808,2378,2062
1692544,2432,2105
1694280,2480,2144
1696016,2519,2176
1697753,2559,2209
1699489,202,292
1701051,81,194
1702527,70,185
1704003,62,178
1705478,59,176
1706954,54,172
1708432,55,173
1709905,236,320
1711468,455,498
1713030,651,657
1714593,832,804
1716155,994,936
1717718,1148,1061
1719454,147,248
1721016,69,184
1722492,60,177
1723968,57,174
1725443,54,172
1726926,46,165
1728395,54,172
1729870,226,312
1731433,440,486
1732995,629,639
1734558,810,787
1736120,969,916
1737684,1126,1044
1739426,1269,1160
1741155,1414,1278
1742891,1535,1376
1744627,1659,1477
1746363,1765,1563
1748099,1863,1643
1749835,1951,1714
1751571,2035,1783
1753307,2118,1850
1755044,2187,1906
1756780,2247,1955
1758516,2310,2006
1760252,2368,2053
1761988,2419,2095
1763724,2466,2133
1765460,2512,2170
1767196,2555,2205
1768933,2607,2248
1770669,91,202
1772144,61,178
1773620,52,170
1775095,63,179
1776571,57,174
1778047,54,172
1779523,173,269
1781085,406,458
1782647,608,622
1784210,786,767
1785773,955,905
1787335,1114,1034
1789071,432,479
1790634,75,189
1792109,64,180
1793585,61,178
1795061,48,167
1796536,48,167
1798012,53,171
1799488,166,263
1801050,393,448
1802613,589,607
1804175,762,748
1805738,930,884
1807300,1087,1012
1809036,547,573
1810599,78,191
1812074,62,178
1813550,56,174
1815026,57,174
1816502,53,171
1817977,57,174
1819453,155,254
1821015,384,440
1822578,579,599
1824140,756,743
1825703,920,876
1827273,1073,1000
1829001,770,754
1830564,77,191
1832039,60,177
1833515,58,175
1834991,58,175
1836467,54,172
1837942,55,173
1839425,153,252
1840980,379,436
1842543,576,596
1844105,752,739
1845668,912,870
1847230,1072,1000
1848967,1225,1124
1850702,72,187
1852178,61,178
1853654,57,174
1855129,57,174
1856605,55,173
1858081,54,172
1859556,175,270
1861119,397,451
1862681,592,609
1864244,764,749
1865806,922,878
1867369,1079,1005
1869105,358,419
1870667,74,188
1872143,62,178
1873619,56,174
1875095,57,174
1876570,51,169
1878046,54,172
1879522,167,264
1881084,390,445
1882646,589,607
1884209,755,742
1885772,923,878
1887334,1078,1005
1889070,432,479
1890633,76,190
1892108,62,178
1893584,55,173
1895060,58,175
1896535,53,171
1898011,53,171
1899487,159,257
1901049,388,443
1902612,581,600
1904174,755,742
1905737,912,870
1907299,1074,1001
1909035,1228,1126
1910771,1371,1243
1912507,1494,1343
1914243,1616,1442
1915980,1719,1526
1917716,1825,1612
1919452,1918,1688
1921188,1998,1753
1922931,2074,1814
1924660,2151,1877
1926396,2221,1934
1928132,2283,1984
1929868,2334,2026
1931604,2384,2066
1933340,2437,2110
1935077,2484,2148
1936813,2526,2182
1938549,2559,2209
1940285,104,213
1941847,71,186
1943323,64,180
1944799,61,178
1946274,59,176
1947750,55,173
1949226,121,226
1950788,362,422
1952351,567,589
1953921,752,739
1955476,919,875
1957038,1085,1010
1958774,1239,1135
1960510,80,193
1961986,62,178
1963462,58,175
1964938,58,175
1966421,53,171
1967889,54,172
1969364,142,243
1970932,373,431
1972490,571,592
1974052,751,739
1975614,914,871
1977177,1072,1000
1978921,1230,1128
1980649,75,189
1982125,65,181
1983600,63,179
1985076,51,169
1986552,54,172
1988027,58,175
1989503,161,259
1991066,390,445
1992628,587,605
1994191,758,744
1995753,925,880
1997316,1077,1004
1999052,493,529
2000614,74,188
2002090,61,178
2003565,59,176
2005041,50,169
2006517,52,170
2007993,54,172
2009468,154,253
2011031,387,443
2012593,579,599
2014156,756,743
2015718,914,871
2017288,1072,1000
2019017,656,661
2020579,78,191
2022055,63,179
2023531,55,173
2025006,54,172
2026482,51,169
2027958,51,169
2029433,153,252
2030996,379,436
2032558,575,596
2034121,752,739
2035683,914,871
2037246,1071,999
2038895,1213,1114
2040631,76,190
2042107,62,178
2043582,57,174
2045058,54,172
2046534,55,173
2048010,57,174
2049485,162,260
2051048,385,441
2052610,581,600
2054173,758,744
2055735,911,869
2057298,1072,1000
2059034,569,591
2060596,75,189
2062072,61,178
2063548,56,174
2065023,53,171
2066499,54,172
2067975,53,171
2069450,154,253
2071013,383,439
2072575,576,596
2074138,750,738
2075700,912,870
2077271,1069,997
2078920,1216,1117
2080648,76,190
2082124,59,176
2083599,57,174
2085075,54,172
2086551,56,174
2088026,54,172
2089502,167,264
2091065,391,446
2092627,583,602
2094190,755,742
2095752,914,871
2097315,1071,999
2098964,1219,1119
2100700,1360,1234
2102436,1488,1338
2104172,1612,1439
2105916,1715,1522
2107644,1819,1607
2109380,1911,1682
2111116,1999,1753
2112853,2078,1818
2114589,2147,1874
2116325,2212,1927
2118061,2277,1979
2119797,2333,2025
2121533,2389,2070
2123269,2431,2105
2125005,2481,2145
2126741,2527,2183
2128478,2559,2209
2130213,2611,2251
2131950,2642,2276
2133686,2682,2309
2135430,2715,2336
2137158,2745,2360
2138894,2773,2383
2140630,2798,2403
2142366,2830,2429
2144102,2859,2453
2145838,2879,2469
2147574,2897,2482
2149311,2919,2495
2151047,2944,2510
2152783,2966,2526
2154519,2986,2540
2156255,2995,2547
2157991,3019,2564
2159727,170,266
2161290,80,193
2162765,70,185
2164241,58,175
2165717,58,175
2167192,53,171
2168668,55,173
2170144,272,349
2171706,494,530
2173269,688,687
2174831,865,831
2176394,1039,973
2178043,1195,1100
2179779,104,213
2181341,64,180
2182817,62,178
2184293,56,174
2185768,53,171
2187244,52,170
2188720,51,169
2190196,272,349
2191758,482,520
2193320,673,675
2194883,842,813
2196446,1004,944
2198095,1163,1074
2199831,1311,1194
2201567,1451,1308
2203303,1579,1412
2205039,1691,1503
2206775,1793,1586
2208511,1890,1665
2210247,1979,1737
2211984,2064,1806
2213720,2134,1863
2215456,2203,1919
2217192,2272,1975
2218932,2332,2024
2220664,2384,2066
2222400,2435,2108
2224136,2480,2144
2225872,2530,2185
2227608,2559,2209
2229344,258,338
2230907,86,198
2232383,66,182
2233858,61,178
2235334,62,178
2236810,59,176
2238285,55,173
2239761,209,298
2241324,434,481
2242886,639,648
2244449,816,791
2246011,980,925
2247573,1137,1052
2249310,192,284
2250872,74,188
2252348,63,179
2253823,59,176
2255299,55,173
2256775,54,172
2258250,52,170
2259726,204,294
2261289,420,469
2262851,618,630
2264422,791,771
2265976,957,906
2267538,1106,1027
2269275,1262,1154
2271011,1400,1266
2272747,1527,1370
2274483,1651,1470
2276219,1762,1561
2277955,1861,1641
2279691,1942,1707
2281432,2030,1779
2283163,2109,1843
2284899,2186,1905
2286636,2247,1955
2288372,2303,2001
2290108,2359,2046
2291844,2416,2092
2293580,2466,2133
2295316,2513,2171
2297052,2551,2202
2298788,2602,2244
2300524,98,208
2302000,75,189
2303476,64,180
2304952,61,178
2306432,62,178
2307903,55,173
2309378,144,245
2310941,385,441
2312504,592,609
2314066,778,761
2315628,939,891
2317191,1101,1023
2318932,1261,1153
2320663,77,191
2322139,61,178
2323614,58,175
2325090,55,173
2326566,53,171
2328041,50,169
2329517,165,262
2331080,394,448
2332642,592,609
2334204,767,752
2335767,933,887
2337330,1088,1013
2339066,1242,1138
2340802,1387,1256
2342538,1518,1362
2344274,1637,1459
2346010,1745,1547
2347746,1842,1626
2349482,1936,1702
2351218,2022,1772
2352955,2102,1837
2354690,2167,1890
2356432,2234,1944
2358163,2298,1996
2359899,2352,2040
2361635,2413,2090
2363371,2458,2127
2365107,2505,2165
2366843,2544,2197
2368579,2595,2238
2370315,105,213
2371878,73,187
2373353,64,180
2374829,59,176
2376305,57,174
2377781,60,177
2379256,126,230
2380819,368,427
2382381,577,597
2383944,758,744
2385506,926,881
2387068,1089,1013
2388805,1247,1142
2390541,79,192
2392016,63,179
2393492,58,175
2394968,57,174
2396444,51,169
2397926,52,170
2399395,145,246
2400958,378,435
2402520,576,596
2404082,754,741
2405645,917,874
2407207,1072,1000
2408944,1230,1128
2410679,77,191
2412155,62,178
2413631,58,175
2415106,53,171
2416582,55,173
2418058,50,169
2419534,171,267
2421096,396,450
2422658,592,609
2424221,762,748
2425783,927,882
2427346,1083,1009
2429082,419,469
2430645,74,188
2432120,62,178
2433596,58,175
2435072,52,170
2436547,53,171
2438023,54,172
2439499,164,261
2441061,387,443
2442624,587,605
2444186,762,748
2445748,922,878
2447311,1073,1000
2449047,533,561
2450610,75,189
2452085,64,180
2453561,55,173
2455037,57,174
2456512,52,170
2457988,55,173
2459464,158,256
2461026,384,440
2462589,583,602
2464151,752,739
2465714,917,874
2467285,1072,1000
2469012,741,731
2470575,76,190
2472050,64,180
2473526,58,175
2475002,57,174
2476478,50,169
2477953,54,172
2479432,146,247
2480991,382,439
2482554,576,596
2484116,752,739
2485679,913,870
2487241,1070,998
2488890,1214,1115
2490627,74,188
2492102,62,178
2493578,59,176
2495054,54,172
2496529,53,171
2498005,54,172
2499481,159,257
2501043,386,442
2502606,579,599
2504168,754,741
2505731,916,873
2507293,1072,1000
2509029,1223,1122
2510765,1366,1239
2512501,1494,1343
2514237,1616,1442
2515974,1722,1528
2517710,1823,1610
2519446,1915,1685
2521182,2000,1754
2522925,2078,1818
2524654,2151,1877
2526390,2221,1934
2528126,2282,1983
2529862,2335,2027
2531598,2385,2067
2533334,2433,2106
2535071,2487,2150
2536807,2530,2185
2538543,2559,2209
2540279,110,217
2541841,76,190
2543317,64,180
2544793,67,182
2546268,58,175
2547744,55,173
2549220,122,227
2550782,363,423
2552345,571,592
2553914,752,739
2555470,923,878
2557032,1082,1008
2558768,1238,1135
2560504,78,191
2561980,64,180
2563456,59,176
2564932,54,172
2566414,53,171
2567883,55,173
2569358,142,243
2570929,373,431
2572484,569,591
2574046,747,735
2575608,912,870
2577171,1073,1000
2578907,1227,1126
2580643,77,191
2582119,61,178
2583594,58,175
2585070,53,171
2586546,55,173
2588021,56,174
2589497,164,261
2591060,390,445
2592622,585,604
2594185,757,744
2595747,924,879
2597310,1075,1002
2599046,549,574
2600608,75,189
2602084,61,178
2603559,59,176
2605035,59,176
2606511,56,174
2607987,52,170
2609462,155,254
2611025,384,440
2612587,579,599
2614150,755,742
2615712,918,874
2617284,1068,996
2618931,1223,1122
2620660,75,189
2622136,66,182
2623611,48,167
2625087,51,169
2626563,52,170
2628038,51,169
2629514,167,264
2631077,394,448
2632639,586,604
2634202,762,748
2635764,919,875
2637327,1076,1003
2639063,482,520
2640625,74,188
2642101,63,179
2643576,57,174
2645052,53,171
2646528,49,168
2648004,57,174
2649479,160,258
2651042,385,441
2652604,579,599
2654167,755,742
2655729,914,871
2657292,1072,1000
2659028,638,647
